simposio	ID:609 	Ecología evolutiva y genética de la conservación de plantas dioicas. 	DIVERSIDAD GENÉTICA DE LA PAPAYA SILVESTRE EN MÉXICO  	Carica papaya, diversidad genética, flujo génico, dioicismo, México 	La papaya (Carica papaya) es la tercera fruta tropical de mayor producción a nivel mundial, siendo México el principal país exportador. En su forma silvestre, la papaya se distribuye de manera natural en las selvas tropicales y sub-tropicales de México. En estado natural, C. papaya es un árbol raro, de corta vida y rápido crecimiento, asociado a claros o sitios con disturbio. Las principales diferencias entre la papaya silvestre y la cultivada radican en el tamaño del fruto y en su morfología floral. Los frutos silvestres tienen un tamaño comparativamente menor, conteniendo casi sólo semillas y un mesocarpo muy delgado. Asimismo, las poblaciones naturales de papaya son estrictamente dioicas, mientras que en papayas cultivadas se pueden encontrar individuos hermafroditas. Al ser dioicas, son más vulnerables a cambios en su ambiente ya que dependen de la presencia de individuos de ambos sexos y de polinizadores y dispersores para una reproducción exitosa. Durante las últimas décadas, su hábitat natural ha sido altamente fragmentado y deforestado, a pesar de esto, poco se sabe sobre el estado de la diversidad genética de poblaciones silvestres. En este estudio se analizó la diversidad genética de la papaya silvestre en su distribución natural de México con marcadores de ADN nuclear y de cloroplasto. Los resultados preliminares para 19 poblaciones de papaya silvestre sugieren niveles moderados de diversidad genética, siendo menores en la zona de la península de Yucatán. Estimaciones de flujo génico y diferenciación poblacional señalan un bajo flujo génico entre poblaciones y una alta estructuración poblacional, así como varias barreras que impiden el flujo de genes. El dioicismo, su corta vida y el bajo flujo génico detectado en poblaciones silvestres de papaya, comprometen la persistencia de la especie de manera natural, así como su reservorio genético y el potencial evolutivo de esta importante especie. 
simposio	ID:1214 	Anfibios y reptiles en paisajes modificados por actividades humanas	EL MONITOREO DE ANFIBIOS Y REPTILES EN HUMEDALES: DIVERSIDAD Y FACTORES DE RIESGO  	Monitoreo, Anfibios, Reptiles, Humedales, Veracruz 	El estado de Veracruz se encuentra entre los más biodiversos en del país. Presenta gran variedad de ambientes, entre los que se encuentran los humedales, distribuidos en toda la planicie costera. Los humedales experimentan graves problemas antropogénicos, como destrucción y alteración de la vegetación, generados por la sobreexplotación de recursos y cambios en el uso del suelo (agricultura, ganadería, desarrollo industrial y urbanismo). Estas actividades ocasionan la pérdida, modificación y fragmentación del medio, disminuyendo la calidad del hábitat para la fauna. Entre los grupos más afectados se encuentran los anfibios y reptiles, que por sus características fisiológicas, biológicas y ecológicas, son sensibles a las modificaciones ambientales. La diversidad de herpetofauna en estos ecosistemas es de las menos conocidas, en parte por la dificultad de realizar monitoreos en estos ambientes. Presentamos los trabajos de monitoreo realizados en dos humedales del estado de Veracruz, uno en la zona Minatitlán-Coatzacoalcos, al sur del estado y otro en la zona de Tuxpan, al norte del estado. La riqueza registrada en cada uno de estos ambientes, sobrepasa las 50 especies de anfibios y reptiles, lo cual los hace zonas de alta diversidad. Estas zonas están siendo transformadas a un ritmo acelerado principalmente por el desarrollo industrial. Paradójicamente, la maquinaria usada en la transformación de la vegetación, resulta en ocasiones un apoyo en el registro de especies difíciles de recolectar por los métodos convencionales de captura, sobre todo para especies fosoriales y aquellas que habitan en sedimento de pastizales inundables, como cecilidos y sirenidos. Es importante mencionar que sólo el humedal del norte se encuentra en espacio protegido, por lo cual es indispensable poner atención en este aspecto para la zona sur. Es importante considerar análisis confiables que aporten información de cómo las perturbaciones antropogénicas afectan la biodiversidad en este tipo de ecosistemas. 
simposio	ID:621 	Anfibios y reptiles en paisajes modificados por actividades humanas	DIVERSIDAD FUNCIONAL DE ANFIBIOS EN PAISAJES RURALES: UN ENFOQUE INTEGRADOR  	Efectos de matríz, Diversidad Funcional, Sistemas productivos, Perdida y FRagmentación de habitat, Gradientes ambientales, Agrosistemas 	Los anfibios, dados sus rasgos funcionales, responden diferencialmente a los gradientes ambientales y estructurales generados por las matrices antropogénicas. Dependiendo del manejo de los sistemas productivos, estos puedan constituir hábitat o una barrera para las especies. En el presente estudio se evalúa la respuesta de grupos funcionales de anfibios a gradientes naturales y antropogénicos en cobertura vegetal, en dos paisajes de bosque andino en Colombia. En el eje cafetero, la composición de anfibios varía entre coberturas siendo las coberturas naturales (bosque y guadual) mucho más diversas que pastizales, alrededores de las casas y cultivos de café y banano. Basados en los rasgos de las especies (dieta, morfología, hábito, hábitat, y modo reproductivo), se identificaron cinco grupos funcionales. Las coberturas de bosque, bosque - guadual y guadual presentaron mayor riqueza de grupos funcionales. Las redes tróficas más complejas se presentaron en el bosque, el guadual y el pastizal mostrando alto grado de adaptación del ensamblaje a estas coberturas. En el Bosque muy húmedo premontano, la biomasa y volumen totales de los individuos fueron mayores en los bosques respecto a cultivos. Se identificaron cuatro grupos funcionales basados en los rasgos de modo reproductivo, hábitat, hábito, biomasa y volumen. La diversidad funcional y composicional del ensamblaje de anfibios estuvo influenciada por la cobertura de dosel, profundidad de hojarasca, presión barométrica y la altura de percha. Dado el tipo de manejo de los cultivos de cacao y caña, la capa de hojarasca en el suelo permite el paso de algunas especies de anfibios a lo largo del paisaje; mientras que los potreros con diferente manejo (con árboles nativos, con árboles de guanábana o sin árboles) constituyen una barrera. La transformación del paisaje afecta a los anfibios dependiendo del contexto y manejo de la matríz antropogénica generando un recambio en diversidad composicional y funcional. 
simposio	ID:1196 	Anfibios y reptiles en paisajes modificados por actividades humanas	ANFIBIOS Y REPTILES EN PAISAJES MODIFICADOS: EL CASO DE LAS SELVAS SECAS  	paisaje, actividades humanas, atributos, selvas secas, anfibios, reptiles 	Las selvas secas (SS) albergan la mayor diversidad del planeta y aportan una gran variedad de funciones y servicios ecosistémicos. Sin embargo han sufrido un fuerte proceso de deforestación y degradación producto de las actividades humanas. Como resultado, en la actualidad solo existen remanentes conservados de SS en menos del 50% de su cubierta original a nivel mundial y menos del 20% en México. Esta pérdida ocasiona que muchas especies de diversos taxa enfrenten problemas de extinción. Entre ellos los anfibios y reptiles se encuentran entre los vertebrados más amenazados. A pesar de ello, estos grupos no responden de la misma manera a la fragmentación y modificación del hábitat. Las especies presentan respuestas negativas, positivas o neutras, por lo que existen características del paisaje y atributos funcionales intrínsecos a cada especie que determinan su respuesta al disturbio. En las SS los corredores riparios, la matriz adyacente a los remanentes de selva y los atributos del hábitat a escala local y de paisaje son fundamentales para la permanencia de las especies en los paisajes modificados por actividades humanas (PMAH). Así mismo, la plasticidad de cada especie en sus requerimientos eco-fisiológicos es crítica para responder a estos cambios. En las SS, el cambio en el uso del microhábitat, cambios en la estructura del canto, cambios en la dieta, la plasticidad en el control de la conducta sexual y los cambios en la forma del cuerpo son ejemplos de la plasticidad ecológica y fenotípica que presentan ambos grupos para enfrentar estos ambientes. Pero también, algunos estresores ambientales pueden ocasionar depresión del sistema inmune, favoreciendo la susceptibilidad a enfermedades. Por lo que, el conocimiento existente sobre la respuesta de los anfibios y reptiles a los PMAH en las selvas secas puede contribuir a establecer estrategias de manejo y conservación en estos paisajes emergentes. 
simposio	ID:1264 	La investigación ecológica para el manejo de Productos Forestales No Maderables: ámbitos de análisis y pertinencia instrumental de la investigación científica	DEFINICIÓN DE LA SUSTENTABILIDAD ECOLÓGICA Y ECONÓMICA DE LA COSECHA DE HOJAS EN UNA PALMA TROPICAL DEL SOTOBOSQUE  	Sustentabilidad, defoliación, Chamaedorea, cosecha sustentable, sistemas socio-ecológicos 	Las hojas de palmas del género Chamaedorea constituyen uno de los Productos Forestales No Maderables más importantes en el trópico húmedo de México, con un mercado nacional e internacional muy importante. La exploración de los umbrales de cosecha sustentables de hojas exige el análisis de los parámetros ecológicos y económicos mínimos que permitan asegurar la preservación de poblaciones naturales sin comprometer la ganancia económica asociada. Mediante el análisis de los efectos de distintos niveles experimentales de cosecha de hojas sobre las tasas vitales de Chamaedorea ernesti-augustii, establecimos un criterio de sustentabilidad definido como la intensidad de cosecha tal que permita el mantenimiento de sus tasas vitales y a la vez no reduzca significativamente la ganancia económica asociada. Las palmas toleraron una intensidad de cosecha repetida de hojas del 50%, si bien los niveles más intensos produjeron ganancias económicas más altas en el corto plazo (< 3 años), los individuos presentaron tasas de mortalidad muy altas, así como la reducción de la tasa de producción de hojas y la calidad de las mismas (tamaño). En el mediano plazo (10 años), una intensidad de cosecha intermedia maximizaría la ganancia económica sin afectar significativamente la supervivencia de los individuos y la calidad de las hojas. Estos resultados muestran la disyuntiva fundamental a la que se enfrentan los cosechadores, es decir, maximizar el volumen de hojas cosechadas y la ganancia en el corto plazo o, por el contrario, establecer planes de manejo que permitan mantener niveles de cosecha intermedios durante un plazo de tiempo mayor, manteniendo la viabilidad demográfica de las poblaciones cosechadas. Estos resultados pueden tener una utilidad inmediata para proponer la modificación de la legislación que define los niveles de cosecha comercial de estas especies, sin embargo, el diseño de estrategias de manejo sustentable implicaría abordar la complejidad socio-ecológica de este sistema. 
simposio	ID:1304 	La investigación ecológica para el manejo de Productos Forestales No Maderables: ámbitos de análisis y pertinencia instrumental de la investigación científica	CONSERVACIÓN Y APROVECHAMIENTO DE LA PALMA BRAHEA ACULEATA EN ÁLAMOS, SONORA  	Palmas, cosecha de hojas, ramoneo 	El uso de productos forestales no maderables (PFNM) tiene un gran potencial para la conservación de recursos naturales en el medio rural. La cosecha de hojas de muchas especies representa una fuente de ingresos para muchas poblaciones rurales. Sin embargo, esto provoca la pérdida de área foliar para las especies lo que puede dañar a individuos y poblaciones. En muchas regiones tropicales, también la ganadería es una práctica común y el ramoneo también puede dañar a muchos PFNM. La pérdida de área foliar daña a los individuos lo que se puede ver reflejado sobre la demografía y la dinámica poblacional, pero sin embargo, en la mayoría de los casos no se conocen estos efectos. Para estudiar los efectos a nivel funcional y demográfico por la pérdida de área foliar se llevó a cabo un experimento a mediano plazo con la palma Brahea aculeata, que representa uno de los PFNM mas importantes en el bosque seco de Álamos, Sonora. Después de tres años consecutivos de cosechas a diferentes intensidades de ramoneo y cosecha de hojas, se observó una reducción en la producción (10%) y tamaño de hojas (5%), en la reproducción (10%), así como en su área foliar específica y otros atributos funcionales. A nivel demográfico y de dinámica poblacional también se encontró una ligera reducción en el crecimiento y aumento en la mortalidad, sin embargo esta no se reflejó sobre la dinámica poblacional ya que en todas las poblaciones estudiadas se observó un crecimiento poblacional similar ? ? 1. El ramoneo y la cosecha tradicional de hojas en la Sierra de Álamos, Sonora sobre Brahea aculeata no afecta de manera importante los atributos funcionales y demográficos evaluados. Este tipo de información será necesario en la propuesta de programas de conservación y manejo sustentable de la especie en la región. 
simposio	ID:859 	La investigación ecológica para el manejo de Productos Forestales No Maderables: ámbitos de análisis y pertinencia instrumental de la investigación científica	CONSECUENCIAS DE LA COSECHA EN LA REGENERACIÓN DE LA CANDELILLA, UNA ESPECIE PRODUCTORA DE CERA DEL DESIERTO CHIHUAHUENSE  	Candelilla, Euphorbia, Cuatrocienegas, manejo, tasa relativa de crecimiento 	Desde finales del siglo XIX se han cosechado grandes cantidades de candelilla (Euphorbia antisyphilitica Zucc.) de poblaciones silvestres en el norte de México y la cera que éstas producen se usa con diversos propósitos por diferentes tipos de industrias. Aunque la extracción es regulada por instancias gubernamentales, la falta de información ecológica sobre la especie causa preocupación sobre su posible sobreexplotación. En el desierto de Cuatrociénegas, Coahuila, México, medimos el crecimiento y la reproducción de poblaciones de candelilla con tasas de cosecha variable. Se realizaron entrevistas sobre los volúmenes y criterios de cosecha actuales y se relacionaron con el desempeño en el crecimiento y reproducción de las plantas. Los resultados muestran una tasa anual de cosecha alta (8,273.02±2,076.09 kg/por persona/ año) pero tamaños poblacionales elevados (9,278 a 73,250 individuos/ha). El número de tallos y la altura por planta al inicio de este estudio, el tiempo transcurrido desde la última cosecha en cada población de candelilla y los cambios estacionales determinan el desempeño en el crecimiento y reproducción de las plantas. La tasa relativa de crecimiento (TR) fue alta pero muy variable entre plantas con pocos tallos. Encontramos efectos negativos en TR y en la fecundidad cuando ha transcurrido menos de dos años desde la última cosecha. Actualmente la actividad candelillera es menos intensa que en el pasado pero sigue siendo una fuente importante de ingreso para las clases sociales más pobres. La información ecológica obtenida en este estudio podría contribuir a un manejo más adecuado de este recurso forestal no maderable. El mejoramiento de las técnicas de extracción de cera y la promoción de un comercio justo, podrían reducir los niveles de cosecha y los impactos sobre el desempeño de las plantas favoreciendo un uso sustentable. 
simposio	ID:1312 	La investigación ecológica para el manejo de productos forestales no maderables: ámbitos de análisis y pertinencia instrumental de la investigación científica	LA INVESTIGACIÓN ECOLÓGICA PARA EL MANEJO DE PRODUCTOS FORESTALES NO MADERABLES: ÁMBITOS DE ANÁLISIS Y PERTINENCIA INSTRUMENTAL DE LA INVESTIGACIÓN CIENTÍFICA 	biodiversidad, zonas áridas, biología de poblaciones, cactáceas y agaves 	El Valle de Tehuacán es una región de alta diversidad ecológica (37 tipos de asociaciones vegetales), biológica (por ejemplo existen registradas cerca de 3,000 especies de plantas vasculares). También aloja una alta diversidad cultural (ocho  grupos  étnicos indígenas), y tales diversidades han interactuado por más de 10,000 años. La interacción socio-ecológica ha hecho surgir un extraordinario conocimiento sobre los ecosistemas y recursos locales (más de 1,600 especies utilizadas por los pueblos del área), así como experiencias de manejo a distinta intensidad (cerca de 700 especies de plantas con alguna forma de manejo) y bajo distintos sistemas de manejo. No obstante, las actividades humanas también han determinado grandes impactos sobre los ecosistemas regionales, los cuales se han intensificado particularmente durante el último siglo. La expansión de la urbanización, la industria y asentamientos, la ampliación de la frontera agrícola, el libre pastoreo de ganado, la extracción de madera y otros recursos determinan riesgos tanto para los ecosistemas como para recursos en particular. Nuestros estudios han combinado enfoques etnobiológicos y ecológicos para identificar los recursos en situaciones más críticas, la experiencia local para abordar tal situación crítica y una evaluación de los resultados de tales técnicas, combinando distintos enfoques de la ecología y biología de la conservación. Presentamos un panorama de los recursos en condiciones críticas identificadas con base en indicadores de importancia cultural y económica, así como información sobre distribución y abundancia. Analizamos casos de agaves y cactáceas analizando tasas de extracción, genética de poblaciones y aspectos demográficos. La evaluación con indicadores de estas disciplinas sugieren pautas para su aprovechamiento sustentable,así como el de otros recursos y criterios para el mantenimiento de los ecosistemas en los que se encuentran.
simposio	ID:954 	La investigación ecológica para el manejo de Productos Forestales No Maderables: ámbitos de análisis y pertinencia instrumental de la investigación científica	ECOLOGÍA Y MANEJO DE RECURSOS DE LA PALMA, MAURITIA FLEXUOSA ( AGUAJE ) EN LA AMAZONÍA PERUANA  	Mauritia flexuosa, palma, Aguaje, Peru, Amazonia 	La fruta de la palma Mauritia flexuosa (aguaje) se cosecha en toda la Amazonía peruana con fines comerciales y de subsistencia. Estimaciones recientes sugieren que los residentes de Iquitos, la ciudad más grande de la región, consumen cerca de 150 toneladas métricas de fruta al mes, la gran mayoría de los cuales se cosecha por la tala de árboles y matando adultos femeninos. Para mantener una fuente de ingresos para las comunidades y garantizar la permanencia de las hembras para los animales silvestres, muchas organizaciones han promovido las técnicas de cosecha alternativas no destructivas, como la escalada. Sin embargo, la cosecha destructiva sigue siendo el método más común de la cosecha. A pesar del gran mercado de aguaje , el alcance total del impacto de Iquitos en las regiones aguajales sigue siendo poco documentada. Nuestra investigación busca (1) cuantificar y documentar los patrones espaciales y temporales de la cosecha de la fruta en los alrededores de Iquitos , y (2) identificar los factores ecológicos, culturales y socio- económicos que influyen aguaje cosecha y la gestión en las comunidades rurales . Los resultados indican que las estimaciones previas de consumo de fruta en Iquitos fueron subestimadas, lo que indica una importante presión sobre las poblaciones de palma en la región. Fruta llegar Iquitos puede llegar de más de 200 km. Por otra parte, muchas comunidades tienen dificultades para la transición a la cosecha sostenible se acerca debido una serie de factores que interactúan, incluyendo: abundancia bajo de palma ( de la degradación anterior) , las barreras de mercado, el acceso limitado a material de escalada, y la falta de experiencia organizativa. Los resultados de esta investigación pueden proporcionar información importante para las estrategias de conservación y manejo.
simposio	ID:266 	La Importancia de la Biodiversidad del Suelo. 	PROCESOS MICROBIANOS ASOCIADOS AL CICLO DEL NITRÓGENO EN SUELOS DE PLANTACIONES FORESTALES  	Islas Salomón, diversidad microbiana, genes funcionales, plantación mixta, nitrógeno. 	Las comunidades microbianas del suelo forman parte integrante de la biodiversidad del suelo y desempeñan un papel fundamental en el ciclo de los nutrimentos esenciales para las plantas, como el nitrógeno. Tanto las prácticas de manejo así como los cambios en la composición de especies vegetales influyen sobre los procesos microbianos en el suelo, y alteraciones en las comunidades microbianas pueden modificar la disponibilidad del nitrógeno para las plantas y por ende su productividad. Preocupaciones relativas a la sustentabilidad de mono-plantaciones han propiciado el interés por plantaciones mixtas. En las islas Salomón, se espera que el uso de plantaciones mixtas en lugar de mono-plantaciones de teca (Tectona grandis) pueda aumentar la diversidad microbiana del suelo a través de un incremento en las fuentes de carbono disponibles, lo que modificaría la abundancia de los genes funcionales asociados a procesos como la fijación de nitrógeno, la nitrificación y la desnitrificación. El objetivo de este estudio fue comparar la abundancia de genes funcionales bacterianos asociados al ciclo del nitrógeno en suelos provenientes de plantaciones de teca, de flueggea (Flueggia flexuosa, una especie nativa de las islas Salomón), y de plantaciones mixtas. Cuantificamos la abundancia de los genes bacterianos 16S, narG, nirS, nirK, nosZ, nifH con PCR cuantitativa en tiempo real (RT-qPCR) y encontramos que las abundancias de los genes bacterianos funcionales involucrados en el ciclo del nitrógeno estaban significativamente más altas en plantaciones mixtas. La diversidad bacteriana, indicada por la abundancia del gen 16S, fue más baja en mono-plantaciones de flueggea. Estos resultados demuestran que diferentes comunidades bacterianas se desarrollan en mono-plantaciones y plantaciones mixtas y resaltan el potencial de las plantaciones mixtas para incrementar las tasas de ciclaje del nitrógeno. Se discutirá el potencial que tienen estudios de este tipo para entender la relación manejo forestal, procesos ecosistémicos y conservación del suelo. 
simposio	ID:1282 	La Importancia de la Biodiversidad del Suelo. 	LOS MICROMICETOS ASOCIADOS A LAS HOJAS EN DESCOMPOSICIÓN SOBRE EL MATILLO  	descomposición, micromicetos, hongos saprobios, hojas, hojarasca, microcosmos, mantillo, sucesión fúngica, hongos microscópicos, micobiota, restos veg 	Los hongos microscópicos habitantes de los restos vegetales conforman un grupo altamente diverso. En particular, en las hojas prolifera una comunidad bien definida, la cual a lo largo del proceso de la descomposición foliar constantemente sufre cambios en su composición y estructura. La persistencia de una especie fúngica durante el proceso de descomposición está sujeta a múltiples presiones de selección. Los factores que influyen en la colonización del sustrato y desarrollo exitoso de los hongos en las hojas pueden ser intrínsecos y extrínsecos. Los intrínsecos están relacionados con la capacidad saprobioica del hongo (concepto micológico que permite valorar y explicar, la abundancia y funcionalidad de las especies saprobias en los ecosistemas), mientras que los extrínsecos, además de las condiciones micro-climáticas, incluyen la competencia inter e intra-específica. Los micromicetos de la hojarasca han sido objeto de estudios descriptivos principalmente de índole taxonómico, quedando en un segundo plano investigaciones sobre su ecología. No obstante que las selvas y los bosques de neblina son ecosistemas que por sus características climatológicas favorecen su desarrollo, el conocimiento tanto taxonómico como ecológico de estas comunidades es limitado a nivel mundial. En la presente contribución se exponen los resultados de estudios descriptivos (con material in situ, compuesto de hojas confinadas en bolsas de malla) y experimentales (con cepas inoculadas en microcosmos) realizados con hojas de ecosistemas tropicales y semi-tropicales. Entre los resultados se presentan los cambios en la diversidad de los micromicetos a medida que el sustrato foliar se degrada, así como la respuesta de las especies a la colonización de diferentes tipos de hojas. 
simposio	ID:538 	La Importancia de la Biodiversidad del Suelo. 	LAS LOMBRICES DE TIERRA Y SU PAPEL EN LA CONSERVACIÓN DEL SUELO  	lombrices de tierra, servicios ecosistemicos, conservacion del suelo 	En el sureste Mexicano, a pesar de la alta propagación de la ganadería y de los monucultivos bajo uso convencional, es posible encontrar algunos relictos de vegetación natural, y prácticas de manejo más amigables con el ambiente. Las lombrices de tierra conocidas como ingenieras del ecosistema (Jones et al. 1994), son susceptibles al manejo del suelo, por lo que se han utilizado como indicadoras de la calidad del suelo, cuando existe una alta biomasa de lombrices junto con una alta diversidad, estamos hablando entonces, de un suelo sano, de un suelo fértil, hemos encontrado correlaciones importantes entre la abundancia o biomasa de lombrices de tierra y el crecimiento de las plantas, hemos encontrado como la abundancia de alguna especie de lombriz puede fomentar la disponibilidad de fósforo en el suelo (r2: 4 p<0.05) y en las plantas (r2: 4 p<0.05), o la concentración de nitrógeno en el suelo (r2: 5 p<0.05). Las lombrices de tierra, proveen de importantes servicios eco sistémicos, al participar en la descomposición de la materia orgánica o promover la infiltración en el suelo. En el presente trabajo se muestra como dentro de un gradiente de ecosistemas terrestres manejados y no manejados, en Tabasco y Campeche, se encuentra la abundancia y diversidad de lombrices de tierra, encontrando un gradiente entre especies nativas y exóticas de acuerdo al manejo. Observando como los sistemas agroforestales con un bajo o nulo uso de agroquímicos fomenta la abundancia de lombrices, biomasas altas (>30 gm2) y alta diversidad (8-13 sp) comparable esta última a ambientes como las selvas. Y las menores biomasas (<8 gm2) son encontradas en monocultivos anuales bajo manejo convencional, donde las comunidades de lombrices son monoespecificas. 
simposio	ID:1297 	La Importancia de la Biodiversidad del Suelo. 	DIVERSIDAD E IMPORTANCIA DE LOS DIPLÓPODOS (ARTHROPODA, MYRIAPODA) EN EL SUELO  	Myriapoda, Diplopoda, Neotrópico, Suelo 	En México ocurren las cuatro clases que conforman al subfilum Myriapoda. De ellas, la clase Diplopoda es la más diversa y abundante, y con mayor importancia en los procesos de formación del suelo. De esta clase, ocurren en el país 14 de los 16 órdenes que se conocen en el mundo y aproximadamente 600 especies descritas. El papel ecológico de los diplópodos en el suelo es poco conocido y en algunos casos totalmente ignorado. Se realiza una síntesis histórica sobre las investigaciones realizadas en este tópico, principalmente en el neotrópico. Debido a su actividad, los diplópodos son responsables de cambios en la estructura del suelo, participan en la fragmentación del material vegetal en descomposición, poniéndolo a disposición de bacterias y hongos. Se propone a los diplópodos dentro del gremio de los ingenieros del ecosistema. 
simposio	ID:1283 	La Importancia de la Biodiversidad del Suelo. 	LAS HORMIGAS SU DIVERSIDAD E IMPACTO EN EL SUELO  	Mirmecofauna, ingenieros del ecosistema, forrajeo, nidificación, remoción 	A la fecha se han descrito alrededor de 10,000 especies de hormigas. Estos insectos se distribuyen en la mayoría de hábitat terrestres siendo más abundantes en los trópicos y, aunque hay especies bien adaptadas a la vida arbórea, en general se consideran como organismos asociados principalmente al suelo. Junto con las lombrices de tierra, son los organismos más activos como removedores de suelo en bosques tropicales. Sus hábitos de nidificación y su actividad de forrajeo a nivel epigeo y subterráneo tiene un importante efecto sobre otros organismos y sobre el suelo mismo por lo que han sido consideradas como ingenieros del ecosistema. Por otra parte, generan hetergeneidad en el suelo en aspectos como textura, densidad, temperatura y humedad y crean micrositios favorables para la colonización de algunas plantas por la concentración de nutrientes en lugares afectados por la actividad de los nidos; de esta manera influyen en la calidad del suelo y, consecuentemente, en la distribución de la vegetación. En el presente trabajo, se presentan algunos resultados de observaciones realizadas sobre los hábitos de forrajeo y nidificación de hormigas epigeas y subterráneas en varios tipos de ambientes en la región central de Veracruz. Los principales aspectos abordados son los siguientes: 1) realización de inventarios de la mirmecofauna presente en los ambientes estudiados 2) identificar los estratos de forrajeo y nidificación de algunas de las especies encontradas, 3) conocer la distribución y abundancia de las hormigas subterráneas a diferentes profundidades en el suelo, 5) realizar algunas observaciones sobre la capacidad de remoción de suelo por parte de algunas de las especies mas abundantes que nidifican en el suelo. 
simposio	ID:1295 	La Importancia de la Biodiversidad del Suelo. 	PATRONES DE DIVERSIDAD DE LA MACROFAUNA EN DIFERENTES USOS DE SUELO EN LA RESERVA DE LA BIOSFERA DE LOS TUXTLAS  	bosque primario, acahual, pastizal, maizal, calidad de suelo 	Se estudió la diversidad alfa, beta y gama de la macrofauna del suelo dentro del marco del proyecto Conservación y Manejo Sostenible de la Biodiversidad del Suelo (BGBD), con el fin de evaluar el impacto del cambio de uso de suelo en la diversidad, en asociación con el cambio en la calidad del suelo medido a través de 23 variables ambientales. En la sierra de Santa Marta en Los Tuxtlas, tres ejidos fueron seleccionados yen cada uno, cuatro usos de suelo Acahual (A), Maíz (M), Pastizal (P) y bosque primario (BP) fueron muestreados para macrofauna (invertebrados > 2mm) y suelo en 106 puntos. 73 especies y 328 morfoespecies fueron registradas. Los grupos con mayor riqueza de especies fueron Coleóptera (178sp) y Formicidae (141). El patrón de diversidad alfa para la mayoría de los grupos mostró una mayor riqueza en BP y A comparado con el M y P. La diversidad alfa de la mayoría de los grupos se correlacionó positivamente con el C y el Nt, y negativamente con el contenido de arcilla y densidad aparente. La asociación entre la diversidad beta y la distancia ambiental varió grandemente según los grupos por ejemplo: actividad enzimática para lombrices de tierra. Los fragmentos de bosque estudiados sólo preservaron el 53-78% de la totalidad de la diversidad de la macrofauna, de manera que los hábitats antrópicos complementan dicha diversidad. Las especies de coleópteros, hormigas y miriápodos parecen ser las más afectadas por los cambios de uso de suelo y podrían ser estudiadas como indicadores de calidad de hábitat. Concluimos que el BP y el A, mantienen una mayor diversidad de macrofauna debido a la mayor calidad del suelo con respecto al M y P, sin embargo, el mosaico de fragmentos de diferentes tipos de hábitat, son necesarios para preservar la diversidad gama. 
simposio	ID:1319 	Avances conceptuales y metodológicos de la teoría del nicho ecológico	AVANCES CONCEPTUALES Y METODOLÓGICOS DE LA TEORÍA DEL NICHO ECOLÓGICO  	Nicho fundamental, Nicho realizado, Teoría ecológica, 	"Las ideas de que las especies tienen un ""nicho fundamental"" y un ""nicho realizado"", y que el primero contiene en algún sentido al segundo, fueron introducidas por Hutchinson en su trabajo clásico de 1957. Estas ideas son básicas en la teoría ecológica moderna, pese a lo cual no han sido re-examinadas con detalle casi desde que Hutchinson las propusiera. En parte, esto se debe a que a menos que los conceptos y su ámbito estén acotados específicamente, el ""nicho"" de una especie puede significar la totalidad de sus relaciones ecológicas, lo cual implica teorías imposiblemente complicadas. En esta presentación voy a acotar el sentido del término nicho, lo cual permite aclarar algunas de las ideas de Hutchinson. Voy a presentar evidencia empírica de que la hipótesis del que el nicho fundamental contiene al realizado es correcta, y luego sugeriré como se puede calcular prácticamente el nicho fundamental, para concluir señalando algunas direcciones a lo largo de las cuales es posible desarrollar las ideas clásicas sobre el nicho. "
simposio	ID:1320 	Avances conceptuales y metodológicos de la teoría del nicho ecológico	THE A AND B FACTOR IN SPECIES DISTRIBUTIONS MODELLING  	Biotic interactions (B), physiological tolerances, theoretical ecology and biogeography 	Simple questions often require complex answers. Although consensus exists that species distributions are determined by a combination of biotic interactions (B), physiological tolerances to abiotic factors (A), and movement (M), debate still exists regarding the importance of each of these factors. Understanding of relative contributions of B, A, and M are critical for the development of theoretical ecology and biogeography but also for predicting climate change effects on biodiversity. In this talk I will summarize current understanding of the determinants of species distributions with particular emphasis for the development of predictive models, and will propose a research agenda involving greater interdisciplinary connections between otherwise disconnected disciplines in life sciences. 
simposio	ID:1321 	Avances conceptuales y metodológicos de la teoría del nicho ecológico	LINKING DEMOGRAPHY TO RANGE DYNAMICS WITH POPULATION PROJECTION MODELS: PROSPECTUS AND EXAMPLES  	Demography, dispersal, biotic interactions, historical biogeography 	We illustrate methods and insights via case studies with overstory shrubs in South African fynbos, invasive herbs and shrubs in New England, and canopy trees in the US. Success in accurately predicting well-studied species whose distributions are near equilibrium suggests that our approach can reliably forecast species ranges, at least in some cases. We highlight insights on (1) the ability to develop targeted demographic data collection strategies; (2) the geographic variation in the vulnerability of different life stages; (3) the ability to forecast population dynamics under environmental change or disturbance; (4) comparative demography. We conclude with strengths and weaknesses of our demographic range modeling approach in its application to other species with different types of available data, life history characteristics, or under the influence of other ecological processes. 
